                                        city      latitude          longitude
143                                 Beaufort    32.4315813        -80.6698286
144                                     Oahu   21.48349555   -158.03640389298
145                                St. Lucie    27.3900897         -80.457904
146                                Galveston     29.299328        -94.7945882
147                                  Volusia    29.0533409        -81.1310761
148                               St.  Johns    29.9032284        -81.4145468
149                            Santa Barbara    34.4221319       -119.7026673
150                                  Volusia    29.0533409        -81.1310761
151                               Big Island   19.58955475  -155.448698303485
152                                   Nassau    40.7412643        -73.5877699
153                               St.  Johns    29.9032284        -81.4145468
154                            Santa Barbara    34.4221319       -119.7026673
155                                    Duval    30.3540073        -81.6632109
156                                    Duval    30.3540073        -81.6632109
157                              Los Angeles    34.0536834       -118.2427669
158                                  Ventura     34.343649  -119.295171010504
159                                    Horry    33.9204504        -78.9578973
160                          San Luis Obispo    35.2827525       -120.6596156
161                          San Luis Obispo    35.2827525       -120.6596156
162                                  Brevard    28.2446658         -80.728624
163                               Georgetown    38.2097967        -84.5588311
164                                    Duval    30.3540073        -81.6632109
165                     Santa Barbara County    34.7136533       -119.9858232
166                              Cortes Bank    41.9267116         -1.4188248
167                                  Volusia    29.0533409        -81.1310761
168                                 Colleton    32.8620726         -80.677114
169                                San Diego    32.7174209       -117.1627714
170                                   Orange    33.7500378       -117.8704931
171                                   Orange    33.7500378       -117.8704931
172                                   Pender    34.5294394        -77.8959525
173                               Charleston    32.7876012        -79.9402728
174                                    Duval    30.3540073        -81.6632109
175                                 Beaufort    32.4315813        -80.6698286
176                                     Dare    35.6333866        -75.6869011
177                                Surf City   34.46505775  -77.5741231529021
178                                 Beaufort    32.4315813        -80.6698286
179                     Daytona Beach Shores    29.1760933        -80.9828323
180                            Off San Diego    32.7174209       -117.1627714
181                                  Brevard    28.2446658         -80.728624
182                          Fort Lauderdale    26.1223084        -80.1433786
183                                  Brevard    28.2446658         -80.728624
184                                  Volusia    29.0533409        -81.1310761
185                                  Brevard    28.2446658         -80.728624
186                                  Volusia    29.0533409        -81.1310761
187                        Sullivan's Island    32.7616052        -79.8365159
188                                  Brevard    28.2446658         -80.728624
189                           Kanahena Cove     20.6180556       -156.4361111
190                             Marco Island    25.9363356        -81.7156832
191                                   Monroe    38.2722313        -90.1792484
192                               Palm Beach    26.6279798        -80.4494174
193                             Hapuna Beach   19.99224725  -155.825756431864
194                                  Lahaina     20.872684       -156.6762729
195                          Off Panama City    30.1600827        -85.6545729
196                             Indian River    27.7041555        -80.5894422
197                          San Luis Obispo    35.2827525       -120.6596156
198                                San Mateo     37.496904       -122.3330573
199                                  Brevard    28.2446658         -80.728624
200                                West Maui    20.7580586       -156.3105232
201                                St. Lucie    27.3900897         -80.457904
202                                   Hawaii    21.2160437        -157.975203
203                                     Maui    20.7580586       -156.3105232
204                                     Maui    20.7580586       -156.3105232
205                            Santa Barbara    34.4221319       -119.7026673
206                               South Maui   -32.9279791  -60.6572526573279
207                                 Beaufort    32.4315813        -80.6698286
208                                  Brevard    28.2446658         -80.728624
209                                  Volusia    29.0533409        -81.1310761
210                                  Brevard    28.2446658         -80.728624
211                                  Volusia    29.0533409        -81.1310761
212                     Santa Barbara County    34.7136533       -119.9858232
213                     Santa Barbara County    34.7136533       -119.9858232
214                            Santa Barbara    34.4221319       -119.7026673
215                                  Volusia    29.0533409        -81.1310761
216                               Santa Cruz    36.9749416       -122.0285259
217                                   Mobile    30.6943566        -88.0430541
218                                 Plymouth    41.9583799        -70.6673851
219                                  Volusia    29.0533409        -81.1310761
220                                  Volusia    29.0533409        -81.1310761
221                                    Duval    30.3540073        -81.6632109
222             Assateague National Seashore    38.0478714      -75.234304625
223                              New Hanover    34.2751052        -77.8818627
224                                    Horry    33.9204504        -78.9578973
225                        Apalachicola Bay     29.6729916        -84.9618537
226                              New Hanover    34.2751052        -77.8818627
227                                     Gulf    29.9665252        -85.2175889
228                                  Broward    26.1598074        -80.4623642
229                                  Brevard    28.2446658         -80.728624
230                              New Orleans    29.9499323        -90.0701156
231                               Charleston    32.7876012        -79.9402728
232                                  Brevard    28.2446658         -80.728624
233                                  Brevard    28.2446658         -80.728624
234                                  Brevard    28.2446658         -80.728624
235                                  Brevard    28.2446658         -80.728624
236                                     Maui    20.7580586       -156.3105232
237                          Okaloosa Island    30.6765961        -86.6037748
238                              New Hanover    34.2751052        -77.8818627
239                                  Volusia    29.0533409        -81.1310761
240                              Los Angeles    34.0536834       -118.2427669
241                          San Luis Obispo    35.2827525       -120.6596156
242                               Charleston    32.7876012        -79.9402728
243                                Galveston     29.299328        -94.7945882
244                          Fort Lauderdale    26.1223084        -80.1433786
245                                  Brevard    28.2446658         -80.728624
246                                    Duval    30.3540073        -81.6632109
247                                  Chatham    31.9668887        -81.0626008
248                             Indian River    27.7041555        -80.5894422
249                                 Beaufort    32.4315813        -80.6698286
250                                  Volusia    29.0533409        -81.1310761
251                                  Brevard    28.2446658         -80.728624
252                                  Volusia    29.0533409        -81.1310761
253                                  Volusia    29.0533409        -81.1310761
254                                  Volusia    29.0533409        -81.1310761
255                             Delray Beach    26.4614625        -80.0728201
256                                St. Lucie    27.3900897         -80.457904
257                                   Hawaii    21.2160437        -157.975203
258                                  Brevard    28.2446658         -80.728624
259                                     Maui    20.7580586       -156.3105232
260                                     Maui    20.7580586       -156.3105232
261                                  Lincoln          40.8         -96.667821
262                                    Ocean     39.977818        -74.3319287
263                                  Brevard    28.2446658         -80.728624
264                                     Maui    20.7580586       -156.3105232
265                                     Maui    20.7580586       -156.3105232
266                                   Kaua'i    22.0603342        -159.503094
267                              Miami Beach    25.7929198        -80.1353006
268                                 Humboldt    40.5997415       -123.8997734
269                                 Okaloosa    30.6765961        -86.6037748
270                                  Brevard    28.2446658         -80.728624
271                                  Volusia    29.0533409        -81.1310761
272                               Palm Beach    26.6279798        -80.4494174
273                                 Escambia    30.6625885        -87.3451089
274                                  Volusia    29.0533409        -81.1310761
275                                 Beaufort    32.4315813        -80.6698286
276                                  Volusia    29.0533409        -81.1310761
277                                  Volusia    29.0533409        -81.1310761
278                                  Volusia    29.0533409        -81.1310761
279                        Key West Aquarium   24.55907395  -81.8073196982127
280                                 St Johns    29.9032284        -81.4145468
281                            Santa Barbara    34.4221319       -119.7026673
282                                  Volusia    29.0533409        -81.1310761
283                                 Pohoiki     19.4598015       -154.8444875
284                                San Mateo     37.496904       -122.3330573
285                                     Maui    20.7580586       -156.3105232
286                                     Maui    20.7580586       -156.3105232
287                              Folly Beach    32.6549967        -79.9406093
288                                      Lee    41.7459056        -89.2888533
289                                     Maui    20.7580586       -156.3105232
290                               Charleston    32.7876012        -79.9402728
291                                     Oahu   21.48349555   -158.03640389298
292                                  Baldwin    30.5677527        -87.7324392
293                                St. Johns    29.9032284        -81.4145468
294           Holden Beach. Brunswick County    33.9135061        -78.3038892
295                                San Mateo     37.496904       -122.3330573
296                                    Duval    30.3540073        -81.6632109
297                               Charleston    32.7876012        -79.9402728
298                                 Brazoria      29.18161        -95.4993375
299                                    Duval    30.3540073        -81.6632109
300                                    Horry    33.9204504        -78.9578973
301                                   Monroe    38.2722313        -90.1792484
302                                     Oahu   21.48349555   -158.03640389298
303                                  Volusia    29.0533409        -81.1310761
304                                San Diego    32.7174209       -117.1627714
305                                  Brevard    28.2446658         -80.728624
306                               Palm Beach    26.6279798        -80.4494174
307                                  Volusia    29.0533409        -81.1310761
308                        Kaanapali Shores    20.9493759       -156.6895518
309                                     Maui    20.7580586       -156.3105232
310                                     Maui    20.7580586       -156.3105232
311                               Kiholo Bay    19.8594444       -155.9333333
312                                    Kauai    22.0603342        -159.503094
313                                     Maui    20.7580586       -156.3105232
314                                  Brevard    28.2446658         -80.728624
315                                     Maui    20.7580586       -156.3105232
316                                   Kaua'i    22.0603342        -159.503094
317                                 Humboldt    40.5997415       -123.8997734
318                                     Maui    20.7580586       -156.3105232
319                            Santa Barbara    34.4221319       -119.7026673
320                                  Brevard    28.2446658         -80.728624
321                                  Volusia    29.0533409        -81.1310761
322                                     Maui    20.7580586       -156.3105232
323                               Hobe Sound     27.059498        -80.1364323
324                               Santa Cruz    36.9749416       -122.0285259
325                                  Brevard    28.2446658         -80.728624
326                                  Brevard    28.2446658         -80.728624
327                                  Brevard    28.2446658         -80.728624
328                                  Volusia    29.0533409        -81.1310761
329                                  Brevard    28.2446658         -80.728624
330                               Miami-Dade    25.6364246        -80.4989467
331                                    Duval    30.3540073        -81.6632109
332                               St. John's    29.9032284        -81.4145468
333                                  Brevard    28.2446658         -80.728624
334                                  Volusia    29.0533409        -81.1310761
335                                     Maui    20.7580586       -156.3105232
336                                  Volusia    29.0533409        -81.1310761
337                                  Baldwin    30.5677527        -87.7324392
338                                Key Largo     25.087035        -80.4472392
339                              Los Angeles    34.0536834       -118.2427669
340                                    Kauai    22.0603342        -159.503094
341                                 Cape Cod    41.7988074  -69.9960134711573
342                                   Onslow    34.7952348        -77.4215828
343                               Santa Cruz    36.9749416       -122.0285259
344                               Palm Beach    26.6279798        -80.4494174
345                                  Volusia    29.0533409        -81.1310761
346                                     Maui    20.7580586       -156.3105232
347                                    Horry    33.9204504        -78.9578973
348                                   Monroe    38.2722313        -90.1792484
349                                    Horry    33.9204504        -78.9578973
350                                    Horry    33.9204504        -78.9578973
351                                    Horry    33.9204504        -78.9578973
352                                    Horry    33.9204504        -78.9578973
353                                  Volusia    29.0533409        -81.1310761
354                                    Horry    33.9204504        -78.9578973
355                                     Dare    35.6333866        -75.6869011
356                                    Duval    30.3540073        -81.6632109
357                                     Oahu   21.48349555   -158.03640389298
358                          San Luis Obispo    35.2827525       -120.6596156
359                             Indian River    27.7041555        -80.5894422
360                                  Brevard    28.2446658         -80.728624
361                                     Oahu   21.48349555   -158.03640389298
362                                  Volusia    29.0533409        -81.1310761
363                                  Volusia    29.0533409        -81.1310761
364                                  Volusia    29.0533409        -81.1310761
365                                  Brevard    28.2446658         -80.728624
366                               Palm Beach    26.6279798        -80.4494174
367                                    Lanai    29.8265009        -94.8208015
368                                  Lincoln          40.8         -96.667821
369                               Palm Beach    26.6279798        -80.4494174
370                         New Smyrna Beach    29.0258191        -80.9269984
371                                    Kauai    22.0603342        -159.503094
372                             Seaside Cove    33.8528031       -117.9501108
373                             Pigeon Point    36.3261843       -121.5027533
374                                  Lincoln          40.8         -96.667821
375                           Cape Canaveral      28.45077          -80.52662
376                                  Seaside    36.6258085  -121.817035888794
377                                  Manatee    27.5213933        -82.3801566
378                                  Baldwin    30.5677527        -87.7324392
379                            Hatillo Beach   18.48030875  -66.8225473944804
380                                  Manatee    27.5213933        -82.3801566
381                                    Horry    33.9204504        -78.9578973
382                                    Kauai    22.0603342        -159.503094
383                         New Smyrna Beach    29.0258191        -80.9269984
384                                 Humboldt    40.5997415       -123.8997734
385                                     Oahu   21.48349555   -158.03640389298
386                                  Volusia    29.0533409        -81.1310761
387          Crescent Beach St. Johns County    29.7686294        -81.2533253
388                                  Aransas    28.1987876         -96.947708
389                                     Dare    35.6333866        -75.6869011
390           Holden Beach. Brunswick County    33.9135061        -78.3038892
391                                  Vieques    18.1215622  -65.4574640312999
392                                    Horry    33.9204504        -78.9578973
393                           Beaufort Inlet  -34.46086055   118.886613242205
394                                 Atlantic    39.5143268        -74.6632883
395                                  Cameron    41.4586993        -78.1931833
396                                  Calhoun    39.1397507        -90.6506113
397                                   Nueces    27.7153774        -97.6199942
398                                   Onslow    34.7952348        -77.4215828
399                                San Diego    32.7174209       -117.1627714
400                                 Escambia    30.6625885        -87.3451089
401                               Palm Beach    26.6279798        -80.4494174
402                                San Diego    32.7174209       -117.1627714
403                                  Volusia    29.0533409        -81.1310761
404                                 Brazoria      29.18161        -95.4993375
405                              Kailua-Kona     19.641941        -155.996933
406                              Kailua-Kona     19.641941        -155.996933
407                                  Volusia    29.0533409        -81.1310761
408                                    Miami    25.7742658        -80.1936589
409                               Palm Beach    26.6279798        -80.4494174
410                                  Volusia    29.0533409        -81.1310761
411                          Matagorda Beach    28.6929285        -95.9679527
412                                     Maui    20.7580586       -156.3105232
413                                 Florence      34.79981         -87.677251
414                               Washington    38.8950092        -77.0365625
415                            Santa Barbara    34.4221319       -119.7026673
416                           Winchester Bay    43.6770608       -124.1748369
417                               St. John's    29.9032284        -81.4145468
418                                  Volusia    29.0533409        -81.1310761
419                                  Volusia    29.0533409        -81.1310761
420                                  Volusia    29.0533409        -81.1310761
421          Crescent Beach St. Johns County    29.7686294        -81.2533253
422                                San Mateo     37.496904       -122.3330573
423                              New Hanover    34.2751052        -77.8818627
424                                  Volusia    29.0533409        -81.1310761
425                            Santa Barbara    34.4221319       -119.7026673
426                                St. Johns    29.9032284        -81.4145468
427                               Charleston    32.7876012        -79.9402728
428                                    Duval    30.3540073        -81.6632109
429                             Myrtle Beach    33.6956461        -78.8900409
430                              New Hanover    34.2751052        -77.8818627
431                         New Smyrna Beach    29.0258191        -80.9269984
432                                Galveston     29.299328        -94.7945882
433                                  Broward    26.1598074        -80.4623642
434                          Off Long Island      43.68426         -70.171738
435                         San Luis  Obispo    35.2827525       -120.6596156
436                               San Onofre    33.3803575       -117.5736037
437                                Galveston     29.299328        -94.7945882
438                             Fripp Island    32.3804724        -80.8462189
439                                   Pender    34.5294394        -77.8959525
440                             Jacksonville    30.3321838         -81.655651
441                       Off Tarpon Springs   28.14808295  -82.7438015971791
442                         New Smyrna Beach    29.0258191        -80.9269984
443                              Hanalei Bay         22.21       -159.5091667
444                                    Kauai    22.0603342        -159.503094
445                            Riviera Beach    26.7753405        -80.0580969
446                               Elliot Key     36.203974        -115.273276
447                                   Camden    39.9448402        -75.1198911
448                                  Brevard    28.2446658         -80.728624
449                                    Marin    38.0409144       -122.6199638
450                               Palm Beach    26.6279798        -80.4494174
451                               Palm Beach    26.6279798        -80.4494174
452                                  Volusia    29.0533409        -81.1310761
453                               Santa Cruz    36.9749416       -122.0285259
454                                San Diego    32.7174209       -117.1627714
455                                     Maui    20.7580586       -156.3105232
456                                San Diego    32.7174209       -117.1627714
457                                   Monroe    38.2722313        -90.1792484
458                                Currituck    36.3918723        -75.9118432
459                                San Diego    32.7174209       -117.1627714
460                                  Volusia    29.0533409        -81.1310761
461                             Breton Sound    29.5007664        -89.2506046
462                       South Padre Island    26.1036887        -97.1646938
463           Holden Beach. Brunswick County    33.9135061        -78.3038892
464                           St. Petersburg    27.7703796        -82.6695085
465                                San Diego    32.7174209       -117.1627714
466                                  Volusia    29.0533409        -81.1310761
467                          San Luis Obispo    35.2827525       -120.6596156
468                                  Brevard    28.2446658         -80.728624
469                                 Pinellas    27.8778904        -82.7329309
470                                  Volusia    29.0533409        -81.1310761
471                                  Volusia    29.0533409        -81.1310761
472                                  Volusia    29.0533409        -81.1310761
473                               St. John's    29.9032284        -81.4145468
474                                San Diego    32.7174209       -117.1627714
475                                  Volusia    29.0533409        -81.1310761
476                            Jupiter Inlet    26.9448576        -80.0751548
477                                     Kona    37.1576013        -82.7387692
478                         San Diego County    32.9637838       -116.7706277
479                                      Lee    41.7459056        -89.2888533
480                                  Volusia    29.0533409        -81.1310761
481                       Alenuihaha Channel    20.5390069       -155.9718571
482                             Quebradillas   18.42883245  -66.9225513696962
483                                    Marin    38.0409144       -122.6199638
484                                   Walton    30.6204939        -86.1912678
485                                  Volusia    29.0533409        -81.1310761
486                            Bethune Beach    28.9491539          -80.83783
487                                  Volusia    29.0533409        -81.1310761
488                                     Oahu   21.48349555   -158.03640389298
489                            Santa Barbara    34.4221319       -119.7026673
490                                  Volusia    29.0533409        -81.1310761
491                                  Volusia    29.0533409        -81.1310761
492                                  Volusia    29.0533409        -81.1310761
493                                  Hawai'i    21.2160437        -157.975203
494                                  Volusia    29.0533409        -81.1310761
495                                  Volusia    29.0533409        -81.1310761
496                                  Volusia    29.0533409        -81.1310761
497                                   Pender    34.5294394        -77.8959525
498                                      Lee    41.7459056        -89.2888533
499                                    Horry    33.9204504        -78.9578973
500                              Buck Island     44.313967        -68.7816957
501                                  Volusia    29.0533409        -81.1310761
502                                    Oah'u   21.48349555   -158.03640389298
503                                     Maui    20.7580586       -156.3105232
504                                  Volusia    29.0533409        -81.1310761
505                                     Oahu   21.48349555   -158.03640389298
506                                   Pender    34.5294394        -77.8959525
507                                   Pender    34.5294394        -77.8959525
508                                  Volusia    29.0533409        -81.1310761
509                                  Volusia    29.0533409        -81.1310761
510                              New Hanover    34.2751052        -77.8818627
511                               Charleston    32.7876012        -79.9402728
512                                 Carteret    34.8496625        -76.5931208
513                               Georgetown    38.2097967        -84.5588311
514                                  Hawai'i    21.2160437        -157.975203
515                                  Volusia    29.0533409        -81.1310761
516                               Charleston    32.7876012        -79.9402728
517                          Catalina Island     55.547598       -133.2926695
518                                   Nassau    40.7412643        -73.5877699
519                                  Brevard    28.2446658         -80.728624
520                             Cherry Grove    40.6595263        -73.0902132
521                                   Onslow    34.7952348        -77.4215828
522                                  Volusia    29.0533409        -81.1310761
523                                  Volusia    29.0533409        -81.1310761
524                                  Volusia    29.0533409        -81.1310761
525                                  Volusia    29.0533409        -81.1310761
526                                San Diego    32.7174209       -117.1627714
527                                  Volusia    29.0533409        -81.1310761
528                                  Brevard    28.2446658         -80.728624
529                               Palm Beach    26.6279798        -80.4494174
530                                  Volusia    29.0533409        -81.1310761
531                                  Volusia    29.0533409        -81.1310761
532                                  Volusia    29.0533409        -81.1310761
533                                  Brevard    28.2446658         -80.728624
534                                  Volusia    29.0533409        -81.1310761
535                                  Volusia    29.0533409        -81.1310761
536                                      Lee    41.7459056        -89.2888533
537                                   Orange    33.7500378       -117.8704931
538                                  Volusia    29.0533409        -81.1310761
539                                  Brevard    28.2446658         -80.728624
540                                  Brevard    28.2446658         -80.728624
541                                    O'ahu   21.48349555   -158.03640389298
542                                  Volusia    29.0533409        -81.1310761
543                             Indian River    27.7041555        -80.5894422
544                                     Maui    20.7580586       -156.3105232
545                              Los Angeles    34.0536834       -118.2427669
546                                  Brevard    28.2446658         -80.728624
547                              Los Angeles    34.0536834       -118.2427669
548                                 Humboldt    40.5997415       -123.8997734
549                            Jupiter Inlet    26.9448576        -80.0751548
550                            Huguenot Park    40.9228769        -73.7942996
551                                  Volusia    29.0533409        -81.1310761
552                                  Volusia    29.0533409        -81.1310761
553                                  Flagler    29.4844412        -81.2917415
554                                  Broward    26.1598074        -80.4623642
555                                St. Lucie    27.3900897         -80.457904
556                                  Volusia    29.0533409        -81.1310761
557                        Sullivan's Island    32.7616052        -79.8365159
558                                  Volusia    29.0533409        -81.1310761
559                                  Broward    26.1598074        -80.4623642
560                                     Oahu   21.48349555   -158.03640389298
561                                 Monterey     36.600256       -121.8946388
562                                  Volusia    29.0533409        -81.1310761
563                                  Volusia    29.0533409        -81.1310761
564   North Carolina Aquarium at Fort Fisher    33.9633315  -77.9266723430597
565                           Rehoboth Beach    38.7209436        -75.0760265
566                                   Monroe    38.2722313        -90.1792484
567                                  Volusia    29.0533409        -81.1310761
568                             Sarasota Bay    27.3506005        -82.5720423
569                                  Volusia    29.0533409        -81.1310761
570                                  Volusia    29.0533409        -81.1310761
571                               Charleston    32.7876012        -79.9402728
572                               Charleston    32.7876012        -79.9402728
573                                   Monroe    38.2722313        -90.1792484
574                                  Volusia    29.0533409        -81.1310761
575                                San Diego    32.7174209       -117.1627714
576                              Los Angeles    34.0536834       -118.2427669
577                                San Mateo     37.496904       -122.3330573
578                                    Oahu   21.48349555   -158.03640389298
579                                   Onslow    34.7952348        -77.4215828
580                                  Ventura     34.343649  -119.295171010504
581                                 Carteret    34.8496625        -76.5931208
582                                  Volusia    29.0533409        -81.1310761
583                           Marques Island    38.0709587       -117.2325862
584                              Los Angeles    34.0536834       -118.2427669
585                                  Volusia    29.0533409        -81.1310761
586                                    O'ahu   21.48349555   -158.03640389298
587                               St.  Johns    29.9032284        -81.4145468
588                                 Sarasota    27.3364347        -82.5306527
589                           Virginia Beach    36.8529841        -75.9774183
590                                  Volusia    29.0533409        -81.1310761
591                                     Maui    20.7580586       -156.3105232
592                                   Naples    26.1421976        -81.7942944
593                                St. Lucie    27.3900897         -80.457904
594                                  Volusia    29.0533409        -81.1310761
595                                   Monroe    38.2722313        -90.1792484
596                                  Volusia    29.0533409        -81.1310761
597                                St. Lucie    27.3900897         -80.457904
598                                St. Lucie    27.3900897         -80.457904
599                            Jupiter Inlet    26.9448576        -80.0751548
600                             Delray Beach    26.4614625        -80.0728201
601                              Long Island    45.4947907        -67.8158408
602                                   Kaua'i    22.0603342        -159.503094
603                                    Marin    38.0409144       -122.6199638
604                                     Maui    20.7580586       -156.3105232
605                                  Lincoln          40.8         -96.667821
606                          Sebastian Inlet     33.147633         -96.783537
607                                  Volusia    29.0533409        -81.1310761
608                       South Padre Island    26.1036887        -97.1646938
609                                  Volusia    29.0533409        -81.1310761
610                                  Volusia    29.0533409        -81.1310761
611                                   Monroe    38.2722313        -90.1792484
612                             Onslow Beach     34.570442        -77.2685663
613                            Riviera Beach    26.7753405        -80.0580969
614                                  Volusia    29.0533409        -81.1310761
615                                  Volusia    29.0533409        -81.1310761
616                                  Volusia    29.0533409        -81.1310761
617                                     Lane    38.4651663       -100.4776682
618                                  Newport    41.4899827        -71.3137707
619                              Los Angeles    34.0536834       -118.2427669
620                                  Brevard    28.2446658         -80.728624
621                                  Volusia    29.0533409        -81.1310761
622                                Matagorda    28.8879823        -96.0035095
623                                 Beaufort    32.4315813        -80.6698286
624                                  Volusia    29.0533409        -81.1310761
625                                 St Johns    29.9032284        -81.4145468
626                               Georgetown    38.2097967        -84.5588311
